Date,Year,Customer number,Region,Customer type,Division,Product,Division product combo,Distribution channel,Sales revenue,Sales tax amount,Total invoice,Variable COGS
2020-12-11,Prior,12703-2-IN,East,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,730,31.39,761.39,292
2020-04-12,Prior,13425-3-IN,North,Individual,Electronics,Camera and photo,Electronics: Camera and photo,Store,1000,48.0,1048.0,400
2020-08-14,Prior,11794-2-IN,East,Individual,Office supplies,Writing,Office supplies: Writing,Store,130,4.29,134.29,52
2021-10-28,Current,18237-3-IN,North,Individual,Electronics,Cell phones,Electronics: Cell phones,Website,2510,138.05,2648.05,1004
2020-03-24,Prior,19197-3-IN,North,Individual,Office supplies,Calendars,Office supplies: Calendars,Website,150,10.65,160.65,60
2021-10-08,Current,16242-3-IN,North,Individual,Office supplies,Writing,Office supplies: Writing,Store,450,24.75,474.75,180
2020-07-17,Prior,16438-1-IN,Central,Individual,Office supplies,Paper,Office supplies: Paper,Website,910,65.52,975.52,364
2021-01-13,Current,11495-1-BU,Central,Business,Office supplies,Office basics,Office supplies: Office basics,Store,960,21.12,981.12,384
2021-09-30,Current,13413-2-BU,East,Business,Electronics,TV and video,Electronics: TV and video,Store,3310,142.33,3452.33,1324
2021-02-10,Current,19004-4-BU,South,Business,Electronics,Cell phones,Electronics: Cell phones,Catalog,3860,277.92,4137.92,1544
2020-03-10,Prior,19511-5-IN,West,Individual,Electronics,Computers,Electronics: Computers,Catalog,200,10.2,210.2,80
2021-12-31,Current,11971-2-IN,East,Individual,Electronics,Computers,Electronics: Computers,Store,1530,85.68,1615.68,612
2020-02-09,Prior,19265-5-IN,West,Individual,Electronics,Computers,Electronics: Computers,Store,3080,132.44,3212.44,1232
2020-11-17,Prior,15189-3-IN,North,Individual,Office supplies,Paper,Office supplies: Paper,Store,810,62.37,872.37,324
2020-03-14,Prior,16345-2-BU,East,Business,Office supplies,Office basics,Office supplies: Office basics,Catalog,1290,43.86,1333.86,516
2020-02-22,Prior,16681-2-IN,East,Individual,Electronics,Computers,Electronics: Computers,Website,2580,149.64,2729.64,1032
2020-06-29,Prior,18804-1-BU,Central,Business,Electronics,TV and video,Electronics: TV and video,Store,6690,441.54,7131.54,2676
2020-01-21,Prior,11868-3-IN,North,Individual,Books,Nonfiction - Self-help,Books: Nonfiction - Self-help,Store,120,7.32,127.32,48
2020-01-21,Prior,16578-3-IN,North,Individual,Office supplies,Office basics,Office supplies: Office basics,Catalog,1140,29.64,1169.64,456
2021-08-04,Current,10061-5-IN,West,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Website,500,32.5,532.5,200
2020-05-17,Prior,13421-4-BU,South,Business,Electronics,Camera and photo,Electronics: Camera and photo,Store,3200,105.6,3305.6,1280
2021-08-28,Current,19815-2-IN,East,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,520,24.96,544.96,208
2020-08-26,Prior,19449-1-BU,Central,Business,Electronics,Cell phones,Electronics: Cell phones,Website,3760,199.28,3959.28,1504
2020-08-28,Prior,12446-4-BU,South,Business,Office supplies,Office basics,Office supplies: Office basics,Store,1800,109.8,1909.8,720
2020-10-08,Prior,18695-1-IN,Central,Individual,Office supplies,Writing,Office supplies: Writing,Store,200,12.4,212.4,80
2021-07-30,Current,12264-1-IN,Central,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,120,5.04,125.04,48
2021-10-29,Current,16783-5-IN,West,Individual,Office supplies,Writing,Office supplies: Writing,Store,10,0.58,10.58,4
2021-11-28,Current,13024-4-IN,South,Individual,Office supplies,Paper,Office supplies: Paper,Store,820,27.06,847.06,328
2021-08-18,Current,12128-4-IN,South,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,320,11.52,331.52,128
2020-03-31,Prior,16318-2-IN,East,Individual,Electronics,Computers,Electronics: Computers,Store,340,16.32,356.32,136
2020-11-11,Prior,15088-3-IN,North,Individual,Office supplies,Office basics,Office supplies: Office basics,Website,760,57.0,817.0,304
2020-01-29,Prior,17543-5-IN,West,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,920,38.64,958.64,368
2020-03-26,Prior,15946-5-IN,West,Individual,Office supplies,Writing,Office supplies: Writing,Catalog,50,2.6,52.6,20
2021-06-10,Current,15346-4-IN,South,Individual,Books,Nonfiction - Self-help,Books: Nonfiction - Self-help,Catalog,90,3.87,93.87,36
2021-08-11,Current,10979-2-IN,East,Individual,Office supplies,Paper,Office supplies: Paper,Store,10,0.54,10.54,4
2020-05-26,Prior,19632-4-BU,South,Business,Office supplies,Office basics,Office supplies: Office basics,Store,1100,101.2,1201.2,440
2021-10-20,Current,15560-5-IN,West,Individual,Office supplies,Calendars,Office supplies: Calendars,Store,90,7.02,97.02,36
2020-07-06,Prior,13587-3-IN,North,Individual,Office supplies,Writing,Office supplies: Writing,Store,30,1.56,31.56,12
2021-07-15,Current,12356-1-BU,Central,Business,Office supplies,Writing,Office supplies: Writing,Website,250,13.25,263.25,100
2021-08-05,Current,14395-5-BU,West,Business,Office supplies,Paper,Office supplies: Paper,Store,210,12.18,222.18,84
2021-12-29,Current,13710-1-BU,Central,Business,Office supplies,Writing,Office supplies: Writing,Store,460,23.46,483.46,184
2020-08-28,Prior,19074-1-IN,Central,Individual,Books,Nonfiction - Self-help,Books: Nonfiction - Self-help,Catalog,20,1.46,21.46,8
2020-04-12,Prior,17956-2-IN,East,Individual,Electronics,Computers,Electronics: Computers,Catalog,4110,168.51,4278.51,1644
2020-08-14,Prior,12176-3-IN,North,Individual,Office supplies,Writing,Office supplies: Writing,Store,390,23.79,413.79,156
2020-02-11,Prior,10631-5-IN,West,Individual,Electronics,TV and video,Electronics: TV and video,Catalog,2670,176.22,2846.22,1068
2021-06-05,Current,12854-1-IN,Central,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,670,43.55,713.55,268
2020-04-30,Prior,11062-2-BU,East,Business,Office supplies,Paper,Office supplies: Paper,Store,350,11.55,361.55,140
2021-09-02,Current,17712-1-IN,Central,Individual,Books,Nonfiction - Technology,Books: Nonfiction - Technology,Store,130,8.71,138.71,52
2020-12-21,Prior,14193-5-IN,West,Individual,Electronics,Computers,Electronics: Computers,Website,2220,99.9,2319.9,888
2021-07-26,Current,15770-5-BU,West,Business,Office supplies,Writing,Office supplies: Writing,Store,100,7.5,107.5,40
2021-03-09,Current,11078-3-BU,North,Business,Electronics,Cell phones,Electronics: Cell phones,Store,470,22.56,492.56,188
2021-10-20,Current,18587-5-IN,West,Individual,Electronics,Computers,Electronics: Computers,Website,4680,336.96,5016.96,1872
2021-07-13,Current,17267-1-IN,Central,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Website,530,37.63,567.63,212
2021-09-26,Current,16512-5-IN,West,Individual,Electronics,Computers,Electronics: Computers,Store,640,34.56,674.56,256
2020-04-17,Prior,17126-3-BU,North,Business,Office supplies,Office basics,Office supplies: Office basics,Store,1260,83.16,1343.16,504
2021-11-01,Current,11685-5-IN,West,Individual,Electronics,Computers,Electronics: Computers,Store,330,25.74,355.74,132
2021-03-12,Current,12679-1-BU,Central,Business,Office supplies,Writing,Office supplies: Writing,Store,280,12.6,292.6,112
2020-07-18,Prior,16550-4-IN,South,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Website,50,2.8,52.8,20
2020-12-21,Prior,16903-2-IN,East,Individual,Electronics,Computers,Electronics: Computers,Store,2840,173.24,3013.24,1136
2021-10-08,Current,13134-5-IN,West,Individual,Electronics,Camera and photo,Electronics: Camera and photo,Store,3190,194.59,3384.59,1276
2021-12-01,Current,10625-3-IN,North,Individual,Office supplies,Paper,Office supplies: Paper,Store,950,49.4,999.4,380
2021-07-04,Current,17281-4-IN,South,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Catalog,160,6.56,166.56,64
2021-07-30,Current,13134-5-IN,West,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,800,48.8,848.8,320
2020-10-29,Prior,17434-4-BU,South,Business,Electronics,Cell phones,Electronics: Cell phones,Catalog,1240,91.76,1331.76,496
2021-10-11,Current,15657-5-IN,West,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,960,80.64,1040.64,384
2021-05-03,Current,13915-2-BU,East,Business,Office supplies,Paper,Office supplies: Paper,Store,970,45.59,1015.59,388
2020-02-09,Prior,11143-4-IN,South,Individual,Electronics,Cell phones,Electronics: Cell phones,Store,410,40.18,450.18,164
2020-10-26,Prior,17030-5-IN,West,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,790,26.07,816.07,316
2020-07-28,Prior,11393-3-BU,North,Business,Electronics,TV and video,Electronics: TV and video,Store,5460,414.96,5874.96,2184
2021-12-18,Current,17083-2-IN,East,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,1950,132.6,2082.6,780
2020-04-10,Prior,17863-5-IN,West,Individual,Electronics,TV and video,Electronics: TV and video,Store,5320,521.36,5841.36,2128
2021-08-05,Current,16978-5-IN,West,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Catalog,600,26.4,626.4,240
2020-02-14,Prior,18247-1-IN,Central,Individual,Electronics,Computers,Electronics: Computers,Store,3600,277.2,3877.2,1440
2020-07-20,Prior,13197-3-IN,North,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,520,18.2,538.2,208
2020-04-30,Prior,17135-3-IN,North,Individual,Electronics,TV and video,Electronics: TV and video,Catalog,3830,168.52,3998.52,1532
2020-12-26,Prior,14095-5-IN,West,Individual,Electronics,TV and video,Electronics: TV and video,Store,2640,250.8,2890.8,1056
2021-11-01,Current,11768-1-IN,Central,Individual,Office supplies,Writing,Office supplies: Writing,Website,110,5.61,115.61,44
2021-06-12,Current,19898-5-IN,West,Individual,Books,Nonfiction - Self-help,Books: Nonfiction - Self-help,Store,130,3.25,133.25,52
2021-09-26,Current,11097-1-BU,Central,Business,Office supplies,Paper,Office supplies: Paper,Store,550,29.7,579.7,220
2021-08-16,Current,18331-5-BU,West,Business,Office supplies,Office basics,Office supplies: Office basics,Store,240,7.68,247.68,96
2021-07-30,Current,15464-1-IN,Central,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,390,26.52,416.52,156
2020-06-06,Prior,11102-2-BU,East,Business,Office supplies,Writing,Office supplies: Writing,Website,210,15.96,225.96,84
2020-12-21,Prior,13314-2-IN,East,Individual,Office supplies,Calendars,Office supplies: Calendars,Store,100,6.2,106.2,40
2020-04-17,Prior,14736-3-BU,North,Business,Office supplies,Calendars,Office supplies: Calendars,Catalog,130,10.53,140.53,52
2020-11-11,Prior,17865-5-BU,West,Business,Electronics,TV and video,Electronics: TV and video,Website,9170,871.15,10041.15,3668
2021-12-14,Current,13717-5-IN,West,Individual,Office supplies,Writing,Office supplies: Writing,Store,220,12.1,232.1,88
2020-05-23,Prior,13114-1-BU,Central,Business,Office supplies,Paper,Office supplies: Paper,Store,870,20.01,890.01,348
2021-07-11,Current,18680-4-BU,South,Business,Electronics,TV and video,Electronics: TV and video,Store,1080,57.24,1137.24,432
2021-12-29,Current,17676-5-BU,West,Business,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,370,27.01,397.01,148
2021-07-23,Current,14435-3-IN,North,Individual,Electronics,Cell phones,Electronics: Cell phones,Catalog,1050,55.65,1105.65,420
2021-06-12,Current,11689-3-IN,North,Individual,Electronics,Camera and photo,Electronics: Camera and photo,Store,1760,130.24,1890.24,704
2021-12-18,Current,12896-4-BU,South,Business,Electronics,Computers,Electronics: Computers,Store,3850,261.8,4111.8,1540
2021-12-29,Current,11099-2-IN,East,Individual,Electronics,Computers,Electronics: Computers,Store,3010,288.96,3298.96,1204
2020-03-15,Prior,11379-2-IN,East,Individual,Electronics,Camera and photo,Electronics: Camera and photo,Website,680,39.44,719.44,272
2020-09-24,Prior,19596-1-IN,Central,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Catalog,10,0.82,10.82,4
2021-08-09,Current,14988-5-BU,West,Business,Office supplies,Writing,Office supplies: Writing,Catalog,180,9.36,189.36,72
2020-04-24,Prior,11285-3-IN,North,Individual,Electronics,TV and video,Electronics: TV and video,Store,740,34.78,774.78,296
2020-02-10,Prior,18063-2-IN,East,Individual,Electronics,TV and video,Electronics: TV and video,Website,3900,81.9,3981.9,1560
2021-09-15,Current,13771-5-IN,West,Individual,Books,Nonfiction - Self-help,Books: Nonfiction - Self-help,Website,40,3.04,43.04,16
2021-01-13,Current,12941-2-IN,East,Individual,Office supplies,Paper,Office supplies: Paper,Store,1000,93.0,1093.0,400
2021-11-24,Current,16825-3-IN,North,Individual,Office supplies,Paper,Office supplies: Paper,Store,60,1.32,61.32,24
2020-02-10,Prior,18954-3-BU,North,Business,Office supplies,Paper,Office supplies: Paper,Store,820,31.16,851.16,328
2020-11-01,Prior,13713-3-BU,North,Business,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,340,25.5,365.5,136
2021-01-13,Current,14377-2-BU,East,Business,Office supplies,Writing,Office supplies: Writing,Store,150,5.25,155.25,60
2020-06-06,Prior,19491-3-IN,North,Individual,Books,Nonfiction - Self-help,Books: Nonfiction - Self-help,Store,10,0.83,10.83,4
2020-09-14,Prior,14994-2-IN,East,Individual,Office supplies,Paper,Office supplies: Paper,Store,440,27.72,467.72,176
2021-10-25,Current,14835-5-BU,West,Business,Electronics,Camera and photo,Electronics: Camera and photo,Catalog,660,44.88,704.88,264
2020-07-18,Prior,13704-1-BU,Central,Business,Electronics,TV and video,Electronics: TV and video,Store,3340,106.88,3446.88,1336
2021-04-29,Current,16258-3-IN,North,Individual,Electronics,Computers,Electronics: Computers,Store,4480,197.12,4677.12,1792
2021-11-24,Current,16726-1-BU,Central,Business,Electronics,Cell phones,Electronics: Cell phones,Catalog,990,35.64,1025.64,396
2020-04-03,Prior,17380-2-IN,East,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,540,30.24,570.24,216
2020-03-31,Prior,11891-1-IN,Central,Individual,Books,Nonfiction - Technology,Books: Nonfiction - Technology,Website,90,7.65,97.65,36
2020-03-31,Prior,11143-4-IN,South,Individual,Electronics,Cell phones,Electronics: Cell phones,Website,2150,210.7,2360.7,860
2021-01-10,Current,14117-2-IN,East,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,730,24.09,754.09,292
2021-08-11,Current,17758-4-BU,South,Business,Office supplies,Writing,Office supplies: Writing,Store,260,7.28,267.28,104
2021-09-26,Current,11459-1-IN,Central,Individual,Electronics,Computers,Electronics: Computers,Store,1830,100.65,1930.65,732
2021-10-20,Current,13536-3-BU,North,Business,Office supplies,Paper,Office supplies: Paper,Store,670,54.94,724.94,268
2021-01-10,Current,10209-4-BU,South,Business,Books,Nonfiction - Self-help,Books: Nonfiction - Self-help,Store,150,7.05,157.05,60
2020-12-11,Prior,17665-1-BU,Central,Business,Office supplies,Writing,Office supplies: Writing,Website,450,30.6,480.6,180
2020-06-06,Prior,16412-5-BU,West,Business,Electronics,TV and video,Electronics: TV and video,Catalog,6550,504.35,7054.35,2620
2020-10-03,Prior,16301-4-BU,South,Business,Electronics,Camera and photo,Electronics: Camera and photo,Store,2320,51.04,2371.04,928
2020-07-13,Prior,15509-1-IN,Central,Individual,Office supplies,Office basics,Office supplies: Office basics,Website,560,41.44,601.44,224
2020-04-06,Prior,18359-5-BU,West,Business,Electronics,Computers,Electronics: Computers,Store,1560,99.84,1659.84,624
2021-07-13,Current,12288-3-IN,North,Individual,Office supplies,Paper,Office supplies: Paper,Store,890,60.52,950.52,356
2021-06-05,Current,14779-1-IN,Central,Individual,Electronics,Cell phones,Electronics: Cell phones,Website,420,18.48,438.48,168
2021-11-24,Current,13048-2-IN,East,Individual,Electronics,TV and video,Electronics: TV and video,Website,240,13.44,253.44,96
2021-06-05,Current,10176-5-IN,West,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,20,0.88,20.88,8
2021-12-18,Current,15655-2-BU,East,Business,Electronics,TV and video,Electronics: TV and video,Website,7210,237.93,7447.93,2884
2021-10-10,Current,15034-4-BU,South,Business,Office supplies,Paper,Office supplies: Paper,Website,50,3.15,53.15,20
2021-10-20,Current,15784-4-BU,South,Business,Electronics,Cell phones,Electronics: Cell phones,Store,1520,147.44,1667.44,608
2020-05-26,Prior,19843-4-BU,South,Business,Office supplies,Paper,Office supplies: Paper,Catalog,410,19.68,429.68,164
2021-02-08,Current,15514-4-IN,South,Individual,Office supplies,Calendars,Office supplies: Calendars,Store,180,12.78,192.78,72
2020-02-09,Prior,19192-4-IN,South,Individual,Electronics,Cell phones,Electronics: Cell phones,Store,3690,276.75,3966.75,1476
2020-06-13,Prior,15492-1-IN,Central,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,420,26.88,446.88,168
2020-04-10,Prior,16513-1-IN,Central,Individual,Office supplies,Writing,Office supplies: Writing,Store,390,18.33,408.33,156
2021-07-13,Current,13314-2-IN,East,Individual,Electronics,Computers,Electronics: Computers,Store,2840,176.08,3016.08,1136
2020-08-26,Prior,14357-4-IN,South,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,650,36.4,686.4,260
2020-11-23,Prior,16255-1-IN,Central,Individual,Electronics,TV and video,Electronics: TV and video,Catalog,5310,292.05,5602.05,2124
2020-12-26,Prior,12415-2-IN,East,Individual,Office supplies,Writing,Office supplies: Writing,Catalog,230,16.33,246.32999999999998,92
2020-08-28,Prior,15380-1-BU,Central,Business,Office supplies,Office basics,Office supplies: Office basics,Catalog,820,45.1,865.1,328
2021-08-18,Current,15390-4-IN,South,Individual,Office supplies,Paper,Office supplies: Paper,Store,90,2.25,92.25,36
2020-09-01,Prior,13388-2-IN,East,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Catalog,440,23.76,463.76,176
2020-06-28,Prior,13236-3-BU,North,Business,Office supplies,Paper,Office supplies: Paper,Store,50,3.05,53.05,20
2021-10-20,Current,18666-3-BU,North,Business,Electronics,Cell phones,Electronics: Cell phones,Catalog,3020,280.86,3300.86,1208
2021-06-06,Current,14815-2-IN,East,Individual,Books,Nonfiction - Technology,Books: Nonfiction - Technology,Catalog,210,7.77,217.77,84
2020-08-15,Prior,16069-2-IN,East,Individual,Office supplies,Writing,Office supplies: Writing,Store,180,8.46,188.46,72
2020-06-16,Prior,19342-4-BU,South,Business,Office supplies,Calendars,Office supplies: Calendars,Website,60,3.72,63.72,24
2020-06-16,Prior,14457-3-BU,North,Business,Electronics,Cell phones,Electronics: Cell phones,Store,3330,246.42,3576.42,1332
2020-06-13,Prior,12446-4-BU,South,Business,Books,Nonfiction - Technology,Books: Nonfiction - Technology,Store,180,10.98,190.98,72
2021-06-09,Current,17629-4-IN,South,Individual,Office supplies,Writing,Office supplies: Writing,Store,250,15.5,265.5,100
2021-03-12,Current,17525-3-IN,North,Individual,Electronics,Cell phones,Electronics: Cell phones,Store,1880,86.48,1966.48,752
2020-07-17,Prior,16925-1-IN,Central,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,200,13.6,213.6,80
2020-03-31,Prior,13181-4-IN,South,Individual,Office supplies,Paper,Office supplies: Paper,Website,790,52.93,842.93,316
2021-12-16,Current,16160-3-IN,North,Individual,Office supplies,Calendars,Office supplies: Calendars,Catalog,180,12.96,192.96,72
2021-08-05,Current,17975-5-IN,West,Individual,Electronics,Computers,Electronics: Computers,Website,4410,242.55,4652.55,1764
2021-06-06,Current,18666-3-BU,North,Business,Office supplies,Paper,Office supplies: Paper,Website,750,69.75,819.75,300
2021-06-05,Current,11728-3-BU,North,Business,Books,Nonfiction - Self-help,Books: Nonfiction - Self-help,Catalog,20,1.22,21.22,8
2021-10-28,Current,19321-2-BU,East,Business,Electronics,Camera and photo,Electronics: Camera and photo,Store,970,73.72,1043.72,388
2020-06-29,Prior,16169-1-BU,Central,Business,Office supplies,Calendars,Office supplies: Calendars,Website,220,8.14,228.14,88
2020-02-11,Prior,14025-3-BU,North,Business,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,330,28.71,358.71,132
2021-12-29,Current,12097-5-IN,West,Individual,Electronics,TV and video,Electronics: TV and video,Website,9130,493.02,9623.02,3652
2021-12-18,Current,10510-5-BU,West,Business,Electronics,TV and video,Electronics: TV and video,Store,5800,324.8,6124.8,2320
2020-11-11,Prior,18661-2-BU,East,Business,Books,Nonfiction - Self-help,Books: Nonfiction - Self-help,Store,20,1.16,21.16,8
2021-05-29,Current,10356-5-IN,West,Individual,Office supplies,Calendars,Office supplies: Calendars,Store,250,19.25,269.25,100
2020-07-28,Prior,18710-1-BU,Central,Business,Office supplies,Office basics,Office supplies: Office basics,Store,640,42.88,682.88,256
2020-10-03,Prior,16819-5-IN,West,Individual,Office supplies,Paper,Office supplies: Paper,Store,700,59.5,759.5,280
2020-12-16,Prior,10403-5-IN,West,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Website,230,13.34,243.34,92
2021-01-13,Current,12544-5-IN,West,Individual,Books,Nonfiction - Self-help,Books: Nonfiction - Self-help,Catalog,60,3.72,63.72,24
2021-09-15,Current,17812-1-IN,Central,Individual,Electronics,Cell phones,Electronics: Cell phones,Catalog,1540,87.78,1627.78,616
2021-11-04,Current,15529-4-IN,South,Individual,Electronics,Cell phones,Electronics: Cell phones,Store,1450,105.85,1555.85,580
2021-08-16,Current,10022-4-BU,South,Business,Electronics,Computers,Electronics: Computers,Website,3000,81.0,3081.0,1200
2020-05-17,Prior,16900-5-BU,West,Business,Office supplies,Writing,Office supplies: Writing,Store,50,2.65,52.65,20
2020-11-01,Prior,12983-3-IN,North,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,820,55.76,875.76,328
2021-12-05,Current,10341-2-IN,East,Individual,Books,Nonfiction - History,Books: Nonfiction - History,Catalog,360,29.52,389.52,144
2020-12-01,Prior,10997-3-IN,North,Individual,Electronics,TV and video,Electronics: TV and video,Store,2410,74.71,2484.71,964
2020-04-10,Prior,10240-2-IN,East,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Catalog,130,4.68,134.68,52
2020-07-17,Prior,19339-2-IN,East,Individual,Books,Nonfiction - History,Books: Nonfiction - History,Store,10,0.48,10.48,4
2020-05-17,Prior,17556-3-BU,North,Business,Electronics,TV and video,Electronics: TV and video,Website,5660,526.38,6186.38,2264
2021-08-11,Current,12898-4-BU,South,Business,Office supplies,Writing,Office supplies: Writing,Store,240,12.96,252.96,96
2021-12-29,Current,14698-4-BU,South,Business,Office supplies,Office basics,Office supplies: Office basics,Store,150,8.55,158.55,60
2020-11-01,Prior,10822-1-IN,Central,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Catalog,790,45.03,835.03,316
2020-06-27,Prior,17820-4-IN,South,Individual,Office supplies,Paper,Office supplies: Paper,Catalog,870,59.16,929.16,348
2020-06-28,Prior,18667-5-IN,West,Individual,Office supplies,Paper,Office supplies: Paper,Store,990,37.62,1027.62,396
2020-08-12,Prior,16660-2-BU,East,Business,Electronics,Camera and photo,Electronics: Camera and photo,Store,720,32.4,752.4,288
2020-07-18,Prior,11792-2-BU,East,Business,Electronics,Cell phones,Electronics: Cell phones,Store,1650,107.25,1757.25,660
2021-09-01,Current,14349-1-IN,Central,Individual,Office supplies,Writing,Office supplies: Writing,Store,110,7.04,117.04,44
2021-10-28,Current,15504-2-BU,East,Business,Books,Nonfiction - History,Books: Nonfiction - History,Store,370,24.05,394.05,148
2020-09-05,Prior,15058-1-IN,Central,Individual,Office supplies,Paper,Office supplies: Paper,Store,60,1.86,61.86,24
2020-11-08,Prior,12857-3-BU,North,Business,Office supplies,Office basics,Office supplies: Office basics,Website,1590,84.27,1674.27,636
2021-05-03,Current,17764-1-IN,Central,Individual,Office supplies,Writing,Office supplies: Writing,Store,160,9.92,169.92,64
2020-04-30,Prior,16306-5-IN,West,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Catalog,320,11.2,331.2,128
2021-07-30,Current,16954-3-IN,North,Individual,Electronics,Computers,Electronics: Computers,Website,3330,193.14,3523.14,1332
2020-02-11,Prior,13222-1-BU,Central,Business,Electronics,TV and video,Electronics: TV and video,Store,4030,132.99,4162.99,1612
2021-10-20,Current,19352-5-IN,West,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,1720,92.88,1812.88,688
2020-03-26,Prior,15068-2-IN,East,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,900,18.9,918.9,360
2021-09-09,Current,12886-1-IN,Central,Individual,Office supplies,Office basics,Office supplies: Office basics,Website,950,35.15,985.15,380
2020-11-10,Prior,19948-2-BU,East,Business,Electronics,Computers,Electronics: Computers,Store,4930,399.33,5329.33,1972
2021-07-11,Current,10641-1-IN,Central,Individual,Electronics,Cell phones,Electronics: Cell phones,Store,2320,48.72,2368.72,928
2020-11-01,Prior,18463-5-BU,West,Business,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Catalog,670,38.86,708.86,268
2020-06-13,Prior,12847-3-IN,North,Individual,Office supplies,Writing,Office supplies: Writing,Website,30,1.41,31.41,12
2020-11-11,Prior,11744-3-BU,North,Business,Electronics,TV and video,Electronics: TV and video,Catalog,3230,148.58,3378.58,1292
2020-12-11,Prior,19031-5-IN,West,Individual,Office supplies,Office basics,Office supplies: Office basics,Catalog,1770,72.57,1842.57,708
2021-02-08,Current,19952-2-BU,East,Business,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Catalog,20,1.28,21.28,8
2020-03-22,Prior,13609-4-BU,South,Business,Office supplies,Office basics,Office supplies: Office basics,Store,770,50.82,820.82,308
2020-09-17,Prior,11471-3-IN,North,Individual,Office supplies,Paper,Office supplies: Paper,Store,670,50.25,720.25,268
2021-07-11,Current,12577-1-IN,Central,Individual,Office supplies,Writing,Office supplies: Writing,Website,260,19.24,279.24,104
2020-05-17,Prior,14296-5-IN,West,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,230,14.72,244.72,92
2020-12-11,Prior,12178-2-IN,East,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,1010,78.78,1088.78,404
2020-03-14,Prior,11271-5-IN,West,Individual,Office supplies,Writing,Office supplies: Writing,Store,270,17.28,287.28,108
2020-11-23,Prior,16441-3-IN,North,Individual,Electronics,Camera and photo,Electronics: Camera and photo,Store,2300,110.4,2410.4,920
2021-09-26,Current,13218-4-BU,South,Business,Office supplies,Office basics,Office supplies: Office basics,Website,410,13.53,423.53,164
2020-12-01,Prior,14027-2-BU,East,Business,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,780,17.94,797.94,312
2020-10-08,Prior,10026-3-BU,North,Business,Office supplies,Writing,Office supplies: Writing,Store,290,18.56,308.56,116
2021-09-30,Current,10864-5-IN,West,Individual,Office supplies,Paper,Office supplies: Paper,Store,850,53.55,903.55,340
2020-06-16,Prior,14835-5-BU,West,Business,Electronics,Cell phones,Electronics: Cell phones,Website,1500,102.0,1602.0,600
2021-09-06,Current,18112-4-IN,South,Individual,Electronics,Cell phones,Electronics: Cell phones,Store,1910,106.96,2016.96,764
2021-08-04,Current,19655-2-BU,East,Business,Office supplies,Paper,Office supplies: Paper,Store,100,5.2,105.2,40
2020-02-22,Prior,15693-5-BU,West,Business,Office supplies,Office basics,Office supplies: Office basics,Website,870,66.12,936.12,348
2020-11-01,Prior,17875-5-IN,West,Individual,Electronics,Computers,Electronics: Computers,Catalog,3000,114.0,3114.0,1200
2021-10-28,Current,17585-5-IN,West,Individual,Office supplies,Paper,Office supplies: Paper,Website,850,38.25,888.25,340
2020-12-21,Prior,15352-3-BU,North,Business,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Website,180,17.1,197.1,72
